2015,1,1,29
2015,1,2,25
2015,1,3,36
2015,1,4,46
2015,1,5,19
2015,1,6,85
2015,1,7,67
2015,1,8,188
2015,1,9,4
2015,1,10,10
2015,1,11,12
2015,1,12,8
2015,1,13,14
2015,1,14,23
2015,1,15,19
2015,1,16,36
2015,1,17,15
2015,1,18,4
2015,1,19,25
2015,1,20,6
2015,1,21,17
2015,1,22,57
2015,1,23,9
2015,1,24,90
2015,1,25,17
2015,1,26,3
2015,1,27,4
2015,1,28,140
2015,1,29,2
2015,1,30,7
2015,1,31,37
2015,1,32,195
2015,1,33,29
2015,1,34,11
2015,1,35,8
2015,1,36,2
2015,1,37,0
2015,1,38,4
2015,1,39,7
2015,1,40,3
2015,1,41,40
2015,1,42,10
2015,1,43,7
2015,1,44,9
2015,1,45,1
2015,1,46,1
2015,1,47,1
2015,1,48,2
2015,1,49,6
2015,1,50,1
2015,1,51,1
2015,1,52,1
2015,1,53,3
2015,1,54,1
2015,1,55,2
2015,1,56,20
2015,1,57,3
2015,1,58,5
2015,1,59,9
2015,1,60,14
2015,1,61,7
2015,1,62,4
2015,1,63,5
2015,1,64,3
2015,1,65,4
2015,1,66,6
2015,1,67,3
2015,1,68,9
2015,1,69,2
2015,1,70,8
2015,1,71,5
2015,1,72,11
2015,1,73,4
2015,1,74,7
2015,1,75,4
2015,1,76,44
2015,1,77,40
2015,2,1,29
2015,2,2,25
2015,2,3,36
2015,2,4,46
2015,2,5,19
2015,2,6,85
2015,2,7,67
2015,2,8,188
2015,2,9,4
2015,2,10,10
2015,2,11,12
2015,2,12,8
2015,2,13,14
2015,2,14,23
2015,2,15,19
2015,2,16,36
2015,2,17,15
2015,2,18,4
2015,2,19,25
2015,2,20,6
2015,2,21,17
2015,2,22,57
2015,2,23,9
2015,2,24,90
2015,2,25,17
2015,2,26,3
2015,2,27,4
2015,2,28,140
2015,2,29,2
2015,2,30,7
2015,2,31,37
2015,2,32,195
2015,2,33,29
2015,2,34,11
2015,2,35,8
2015,2,36,2
2015,2,37,0
2015,2,38,4
2015,2,39,7
2015,2,40,3
2015,2,41,40
2015,2,42,10
2015,2,43,7
2015,2,44,9
2015,2,45,1
2015,2,46,1
2015,2,47,1
2015,2,48,2
2015,2,49,6
2015,2,50,1
2015,2,51,1
2015,2,52,1
2015,2,53,3
2015,2,54,1
2015,2,55,2
2015,2,56,20
2015,2,57,3
2015,2,58,5
2015,2,59,9
2015,2,60,14
2015,2,61,7
2015,2,62,4
2015,2,63,5
2015,2,64,3
2015,2,65,4
2015,2,66,6
2015,2,67,3
2015,2,68,9
2015,2,69,2
2015,2,70,8
2015,2,71,5
2015,2,72,11
2015,2,73,4
2015,2,74,7
2015,2,75,4
2015,2,76,44
2015,2,77,40
2015,3,1,29
2015,3,2,25
2015,3,3,36
2015,3,4,46
2015,3,5,19
2015,3,6,85
2015,3,7,67
2015,3,8,188
2015,3,9,4
2015,3,10,10
2015,3,11,12
2015,3,12,8
2015,3,13,14
2015,3,14,23
2015,3,15,19
2015,3,16,36
2015,3,17,15
2015,3,18,4
2015,3,19,25
2015,3,20,6
2015,3,21,17
2015,3,22,57
2015,3,23,9
2015,3,24,90
2015,3,25,17
2015,3,26,3
2015,3,27,4
2015,3,28,140
2015,3,29,2
2015,3,30,7
2015,3,31,37
2015,3,32,195
2015,3,33,29
2015,3,34,11
2015,3,35,8
2015,3,36,2
2015,3,37,0
2015,3,38,4
2015,3,39,7
2015,3,40,3
2015,3,41,40
2015,3,42,10
2015,3,43,7
2015,3,44,9
2015,3,45,1
2015,3,46,1
2015,3,47,1
2015,3,48,2
2015,3,49,6
2015,3,50,1
2015,3,51,1
2015,3,52,1
2015,3,53,3
2015,3,54,1
2015,3,55,2
2015,3,56,20
2015,3,57,3
2015,3,58,5
2015,3,59,9
2015,3,60,14
2015,3,61,7
2015,3,62,4
2015,3,63,5
2015,3,64,3
2015,3,65,4
2015,3,66,6
2015,3,67,3
2015,3,68,9
2015,3,69,2
2015,3,70,8
2015,3,71,5
2015,3,72,11
2015,3,73,4
2015,3,74,7
2015,3,75,4
2015,3,76,44
2015,3,77,40
2015,4,1,29
2015,4,2,25
2015,4,3,36
2015,4,4,46
2015,4,5,19
2015,4,6,85
2015,4,7,67
2015,4,8,188
2015,4,9,4
2015,4,10,10
2015,4,11,12
2015,4,12,8
2015,4,13,14
2015,4,14,23
2015,4,15,19
2015,4,16,36
2015,4,17,15
2015,4,18,4
2015,4,19,25
2015,4,20,6
2015,4,21,17
