44,2015,875,1999,44,113,96.5
65,2015,296,1999,65,50,46.1
70,2015,344,1999,70,67,46.0
77,2015,291,1999,77,77,42.8
2,2015,482,1999,2,63,29.8
4,2015,269,1999,4,60,54.2
6,2015,666,1999,6,32,43.8
8,2015,1240,1999,8,69,66.3
10,2015,181,1999,10,7,8.7
12,2015,66,1999,12,4,9.7
14,2015,389,1999,14,134,66.9
16,2015,490,1999,16,90,52.0
18,2015,94,1999,18,19,46.9
20,2015,295,1999,20,125,103.1
22,2015,717,1999,22,308,106.0
24,2015,950,1999,24,254,99.7
26,2015,985,1999,26,145,143.3
28,2015,1018,1999,28,151,73.9
30,2015,556,1999,30,346,96.4
32,2015,950,1999,32,0,0.0
34,2015,156,1999,34,11,37.3
36,2015,75,1999,36,41,142.9
38,2015,440,1999,38,175,141.1
40,2015,379,1999,40,120,174.9
42,2015,528,1999,42,120,105.7
47,2015,49,1999,47,12,105.3
49,2015,1061,1999,49,193,93.5
51,2015,305,1999,51,57,77.3
53,2015,579,1999,53,166,104.3
56,2015,303,1999,56,47,42.4
58,2015,428,1999,58,157,86.5
60,2015,222,1999,60,61,60.5
63,2015,341,1999,63,121,71.9
64,2015,128,1999,64,22,34.6
69,2015,878,1999,69,163,116.6
75,2015,274,1999,75,55,59.4
43,2015,1446,1999,43,212,96.3
68,2015,987,1999,68,242,136.3
74,2015,78,1999,74,16,25.6
55,2015,72,1999,55,8,26.2
61,2015,721,1999,61,272,121.2
45,2015,211,1999,45,26,72.4
66,2015,941,1999,66,277,100.1
71,2015,1165,1999,71,230,107.6
1,2015,552,1999,1,186,84.5
3,2015,467,1999,3,96,72.9
5,2015,206,1999,5,28,45.7
7,2015,484,1999,7,14,9.7
9,2015,30,1999,9,0,0.0
11,2015,177,1999,11,16,26.7
13,2015,137,1999,13,16,21.9
15,2015,564,1999,15,73,38.0
17,2015,251,1999,17,25,23.1
19,2015,749,1999,19,217,74.3
21,2015,394,1999,21,129,82.1
23,2015,1267,1999,23,368,117.9
25,2015,2663,1999,25,594,116.0
27,2015,801,1999,27,122,129.1
29,2015,1179,1999,29,281,144.0
31,2015,357,1999,31,193,110.2
33,2015,284,1999,33,42,197.2
35,2015,348,1999,35,95,98.5
37,2015,116,1999,37,22,163.0
39,2015,195,1999,39,36,70.6
41,2015,188,1999,41,27,22.7
46,2015,737,1999,46,126,80.2
48,2015,195,1999,48,29,56.9
50,2015,174,1999,50,36,112.1
52,2015,216,1999,52,68,70.8
54,2015,181,1999,54,47,97.7
57,2015,173,1999,57,26,64.0
59,2015,177,1999,59,48,79.2
62,2015,139,1999,62,32,58.9
67,2015,1048,1999,67,273,129.8
72,2015,118,1999,72,21,27.5
76,2015,278,1999,76,8,42.3
73,2015,433,1999,73,100,96.6
