05/03/2016 09:00:00 AM,1153,OTHER,33
05/03/2016 05:00:00 PM,1563,RESIDENCE,1
05/03/2016 04:00:00 PM,820,STREET,45
05/03/2016 10:00:00 AM,5002,STREET,67
05/03/2016 12:00:00 PM,820,RESIDENCE-GARAGE,66
05/03/2016 11:00:00 AM,1154,RESIDENCE,16
05/04/2016 12:50:00 PM,2820,RESIDENCE,28
05/03/2016 05:30:00 PM,312,STREET,42
05/04/2016 08:00:00 AM,820,STREET,71
05/03/2016 12:00:00 PM,2825,RESIDENCE,17
05/03/2016 05:00:00 PM,620,OTHER,23
05/03/2016 07:00:00 AM,1154,APARTMENT,66
05/03/2016 01:00:00 PM,810,PARK PROPERTY,46
03/21/2016 09:00:00 AM,1150,ATM (AUTOMATIC TELLER MACHINE),71
04/01/2016 03:00:00 PM,810,RESIDENCE,42
11/24/2015 05:30:00 PM,820,RESIDENCE,27
04/01/2016 12:30:00 PM,2825,RESIDENCE,22
04/05/2016 12:01:00 AM,1153,RESIDENCE,6
01/15/2016 09:00:00 AM,820,COMMERCIAL / BUSINESS OFFICE,23
01/01/2016 12:00:00 AM,1541,SCHOOL@ PUBLIC@ BUILDING,3
04/12/2016 04:00:00 PM,051A,STREET,47
05/01/2016 11:40:00 AM,312,SIDEWALK,37
01/01/2016 12:01:00 AM,1752,RESIDENCE,53
04/02/2016 12:12:00 PM,2826,RESIDENCE,30
04/09/2016 10:00:00 AM,2825,APARTMENT,14
02/28/2016 12:01:00 AM,810,SCHOOL@ PUBLIC@ BUILDING,68
04/01/2016 12:00:00 PM,2825,OTHER,9
04/04/2016 03:15:00 PM,860,SMALL RETAIL STORE,8
04/11/2016 12:01:00 AM,1150,RESIDENCE,30
03/09/2016 10:45:00 AM,1153,,8
04/01/2016 03:00:00 PM,1792,SCHOOL@ PUBLIC@ GROUNDS,61
03/15/2016 09:00:00 AM,820,STREET,24
03/15/2016 12:00:00 PM,1153,RESIDENCE,23
03/14/2016 12:00:00 PM,1150,SMALL RETAIL STORE,51
03/01/2016 09:00:00 AM,2825,OTHER,71
05/03/2016 09:08:00 PM,110,STREET,66
05/03/2016 02:00:00 PM,110,STREET,25
05/04/2016 12:01:00 AM,486,APARTMENT,61
05/04/2016 12:47:00 AM,143A,ALLEY,67
05/04/2016 12:15:00 AM,1811,SIDEWALK,27
05/04/2016 12:14:00 AM,1811,STREET,58
05/04/2016 12:17:00 AM,520,SIDEWALK,53
05/04/2016 12:08:00 AM,051A,STREET,54
05/04/2016 12:00:00 AM,486,RESIDENCE,43
05/04/2016 12:45:00 AM,560,RESIDENCE PORCH/HALLWAY,67
05/04/2016 12:45:00 AM,486,RESIDENCE,60
05/04/2016 01:40:00 AM,1320,STREET,24
05/04/2016 12:00:00 AM,1261,APARTMENT,25
05/19/2015 01:12:00 AM,560,APARTMENT,6
01/13/2016 05:50:00 PM,330,BANK,41
01/19/2016 04:39:00 PM,330,BANK,77
01/25/2016 08:58:00 AM,330,BANK,1
02/05/2016 08:59:00 AM,330,BANK,2
02/18/2016 08:50:00 AM,330,BANK,2
03/02/2016 04:54:00 PM,330,BANK,41
03/05/2016 05:47:00 AM,5007,STREET,14
03/14/2016 10:15:00 AM,610,APARTMENT,29
03/18/2016 08:42:00 AM,1320,RESIDENTIAL YARD (FRONT/BACK),25
02/27/2016 03:45:00 PM,610,VACANT LOT/LAND,71
